cv_id,skills_text,technical_text,context_text,has_skills,has_technical,has_context
86,"Machine Learning, Software Development, Text Analysis, Natural Language Processing, Image Processing, Python, Data Management, Scikit Learn, C, C#, .NET, SQL [['Data Management', 'Machine Learning']]",EDUCATION: B.Tech in Computer Science from Punjab Technical University (2020). EXPERIENCE: Trainee at HS Institute (May 2019 - Oct 2019).,"RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
87,"Machine Learning Engineer, Data Processing, Data Modelling, Data Structures, Deep Learning, Application Development, Python, Django, Flask, Kubernetes, C++ [['Algorithm engineer', 'solution developer'], ['Developed positioning system']]","EDUCATION: B.TECH in COMPUTERS from SHRI GURU GOBIND SINGHJI COLLEGE OF ENGINEERING AND TECHNOLOGY, NANED (2019). EXPERIENCE: MACHINE LEARNING ENGINEER at TATA CONSULTANCY SERVICES LTD. (SEP 2019 - TILL DATE). RESEARCH ASSISTANT at NANYANG TECHNOLOGICAL UNIVERSITY (SEP 2018).","RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
88,"budgeting, CAD, construction management, engineer, film, hiring, inspection, laser, machinery, managing, mechanical, negotiations, processes, process improvement, project management, quality, simulation, SPC, strategy, supervision, system administrator, Paper converting equipment, Facility and plant modifications, DMF and Project Work Process, Written and verbal communication skills, AutoCAD, Excel [['project management', 'capital projects', 'engineering talent', 'venture summaries', 'hiring'], ['safe work performance', 'contract adherence', 'maintenance group', 'lubrication', 'precision maintenance work', 'sustainable PM processes', 'BOMs', 'procedure based job plans'], ['PM program', 'mechanical work standards', 'job plan library', 'CMMS', 'RCM methodology', 'CMMS system administration', 'tools development', 'PM processes'], ['laser patterning', 'lamination process', 'web handling', 'SPC strategy', 'GR&R practices', 'adhesive improvement', 'task force leadership'], ['budgeting', 'capital improvement', 'construction management', 'vendor negotiations', 'installation and startup', 'project management'], ['utilization improvement plans'], ['design engineer', 'machinery development', 'equipment layouts', 'CAD installation', 'simulation models']]","EDUCATION: Bachelor of Science in Mechanical Engineering from University of Idaho - School of Engineering. EXPERIENCE: Engineering Manager at Company Name (May 2011 - Current). Manager - Maintenance and Reliability at Company Name (January 2009 - May 2011). Supervisor Reliability Engineer at Company Name (November 2005 - January 2009). Process & Tooling Engineer at Company Name (November 2000 - November 2005). Converting Plant Engineer at Company Name (January 1993 - November 2000). Senior Converting Analyst at Company Name (November 1992 - January 1993). Development Designer, Mechanical Engineer, Senior Mechanical Engineer at Company Name (January 1984 - November 1992).",RESPONSIBILITIES: Generative AI Development Evolutionary Computation Deep Learning Optimization Expert Systems Design Knowledge Representation Data Preprocessing Model Training Research & Integration,True,True,True
89,"Data Science, Data Analysis, Deep Learning, Machine Learning, Artificial Intelligence, Python, MATLAB, NLP, Computer Vision, Keras, Pytorch, RNN [['Artificial Intelligence', 'Machine Learning', 'Publication', 'Model Development', 'Model Tuning']]",EDUCATION: B.Tech from IIT Kharagpur (2017). M.Tech from IIT Kharagpur (2019). EXPERIENCE: Associate Researcher at IIT Labs (May 2019 - till date).,"CAREER OBJECTIVE: I'm passionate learner with a knack for Artificial Intelligence. The kind of problems AI can solve, fills me with enthusiasm to learn more and contribute more. I have dedicated more than a year developing and training Machine learning Models across several projects. RESPONSIBILITIES: Mikrotik Router Configuration OLT Device Setup & Management Integration with Billing Software Network Monitoring Tools Integration Connectivity Troubleshooting Technical Support & Escalation Installation & Configuration GPON/EPON Expertise Cisco, OLT, MikroTik Knowledge",True,True,True
90,"Project Management, Quality Management System Implementation, Production and Engineering Management, Staff development, Cost reduction, Process development and documentation, Process improvement/simplification, Source evaluation and selection, Experience with AutoCAD, Microsoft Office, Various ERP systems, ISO9001 and AS9100 auditing [['Project Management', 'Quality Management System Implementation', 'Production and Engineering Management', 'Staff development', 'Cost reduction', 'Process development and documentation', 'Process improvement/simplification', 'Source evaluation and selection'], ['Project Management', 'Quality Management System Implementation', 'Production and Engineering Management', 'Staff development', 'Cost reduction', 'Process development and documentation', 'Process improvement/simplification', 'Source evaluation and selection']]","EDUCATION: Bachelor of Science in Mechanical Engineering from Rose-Hulman Institute of Technology (1978). EXPERIENCE: Engineering Manager/Quality Manager at Company Name (May 2000 - December 2015). Manufacturing Engineer, Project Engineer, Sales Engineer, Product Development Engineer, and Manufacturing Engineering Manager at Company Name (April 1980 - May 2000).",RESPONSIBILITIES: Hardware & Software Installation System Monitoring IT Support Networking Expertise Mail Server Administration Security Management Troubleshooting & Repair Operations Support,True,True,True
91,"Proactive, self-motivated, team player, AP, AR, bank reconciliations, billings, budgets, cash flow projections, government contracting, financial statements, Quickbooks, Peachtree, JDE, Great Plains, LabView, Matlab, Access, Excel, Word [['financial integration', 'problem-solving', 'project management', 'mentoring'], ['accounting system', 'Quickbooks Pro', 'financial audit', 'staff supervision'], ['simulation tool', 'US Navy analysis', 'technical proposal writing'], ['sensing and actuator technologies', 'DARPA project', 'engineering project management']]","EDUCATION: Master of Science in Accounting and Finance from University of Maryland, University College (2012). M. Eng in Aerospace Engineering from University of Maryland (2001). Bachelor of Science in Aerospace Engineering from University of Maryland. EXPERIENCE: Engineering Supervisor at Company Name (August 2011 - Current). Vice President at Company Name (July 2006 - August 2011). Assistant Program Manager at Company Name (July 1995 - July 2006). Project Engineer at Company Name (January 1992 - July 1995).","CAREER OBJECTIVE: Currently seeking the next career challenge of continuing the path of accounting management in a small to medium-sized company that needs an involved professional with demonstrated leadership experience. RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
92,"Embedded Software Development, Embedded Systems, Project Management, Chain Management, Defect Detection, Machine Learning, Unit Testing",EDUCATION: B.Tech in Electronics from Manipal University (2021). EXPERIENCE: System Developer at Titli Foundation (Jun 2020 - Dec 2020).,"CAREER OBJECTIVE: Fresher with excellent communication, good analyzing, and problem-solving skills. Proficient and well-armed at Debugging and Bug fixing. Strong C, C++ coding background and well informed in OOPs concepts. RESPONSIBILITIES: Machinery Maintenance Troubleshooting Report Preparation Log Maintenance",True,True,True
93,"Army, basic, bridges, inspection, Inspects, Marconi, Office, Radar, multi-meters, oscilloscopes, personnel, radio, Read, Safety, signal generators, Telephone, troubleshooting, VHF [['Supervised construction', 'Read and interpret construction drawings', 'Estimate material, time, labor, and equipment', 'Inspect structures'], ['Circuit analysis', 'Complex test instruments', 'Engineering tools'], ['Circuit analysis', 'Complex test instruments', 'Engineering tools']]","EDUCATION: Diploma from University of *Strong Vincent HS (2001). from Intermediate Electronic Principles, Keesler AFB, MS (2010). from *Telephone Central Office Repair (1987). from *HAZMAT Familiarization/Safety Transport (2007). from *Forward Area Alerting Radar Repairer (1990). EXPERIENCE: Construction Engineering Supervisor at Company Name (January 2012 - January 2013). Combat Engineer at Company Name (January 2000 - Current). Combat Engineer at Company Name (January 1992 - January 2000).",RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support,True,True,True
94,"New Business Development, Pricing Proposal Development, P & L Management, Customer Relationship Management, Strategic Planning, Key Account Management, Contract Negotiations, NPI/JDM/ODM, Financials Budgeting & Forecasting, Sales, PCB, Account Management, Customer Service [['Networking', 'Marketing Strategies', 'Vertical Market Growth', 'Aerospace and Defense Accounts', 'Customer Service'], ['Regional Sales Leadership', 'Customer Development', 'Financial Sales Targets'], ['Sales Strategy', 'Revenue Growth', 'Customer Forecast Planning'], ['Quality Assurance', 'Statistical Process Control', 'Procurement Strategy']]",EDUCATION: Bachelor of Science in Industrial Education from California University. EXPERIENCE: Director Business Development at Company Name (December 2007 - August 2014). Regional Account Manager at Company Name (December 2001 - December 2007). Director of Sales at Company Name (July 1991 - November 2001). Quality Manager at Company Name (May 1981 - May 1991).,RESPONSIBILITIES: Mushak Forms Maintenance VAT Software & MS Office Maintenance VAT Ledger Management VAT Challan Coordination Liaison with VAT Office VAT Documentation Other Assigned Tasks,True,True,True
95,"Data entry, Employee training, Equipment maintenance, ERP : Microsoft AX Dynamics, Failure analysis, Inspection, Lean manufacturing, Mechanical processes, protocols execution, Supervisory, System integration, Team player, Troubleshooting",EDUCATION: Diploma from East Boston High School (1999). EXPERIENCE: Engineering Technician at Company Name (April 2015 - Current). Sr. Repair Technician at Company Name (February 2015 - April 2015). Lead Manufacturing Technician Production Supervisor at Company Name (February 2004 - June 2014). Wafer Fab Technician at Company Name (September 1999 - January 2004). Assembler/Operator at Company Name (April 2003 - September 2003). Test Technician at Company Name (March 2001 - January 2002).,"CAREER OBJECTIVE: A challenging position in a Manufacturing, Engineering, or Research & Development environment where my overall technical background, along with my leadership and decision making capabilities will be combined to contribute to company goals, enlargement, & productivity. RESPONSIBILITIES: Trade Marketing Executive Brand Visibility, Sales Targets Field Marketing, Campaigns, Product Distribution Brand Head Excel, KPIs Tracking",True,True,True
